שנה,חודש,סמל_יישוב,יישוב,כביש,קוד_רחוב,lat,lon,בגשם_או_רטוב,מזג_אוויר,פני_כביש,חומרה
2022,8,5000,תל אביב - יפו,,1135,32.07061,34.77009,0,בהיר,יבש,קלה
2022,1,,,3711,,31.75309,34.66286,0,בהיר,יבש,קלה
2022,11,,,671,,32.59923,35.261,0,בהיר,יבש,קלה
2022,3,8500,רמלה,,302,31.93096,34.86453,0,בהיר,יבש,קלה
2022,5,1139,כרמיאל,,135,32.92222,35.32205,0,בהיר,יבש,קלה
2022,5,8300,ראשון לציון,,120,31.97379,34.7817,0,בהיר,יבש,קשה
2022,10,3616,מעלה אדומים,,201,31.79677,35.33137,0,בהיר,יבש,קלה
2022,3,,,60,,32.57174,35.31244,0,בהיר,יבש,קלה
2022,12,8700,רעננה,,229,32.17679,34.87688,0,בהיר,יבש,קלה
2022,2,,,4,,32.44731,34.91019,1,גשום,רטוב ממים,קלה
2022,12,70,אשדוד,,165,31.79149,34.64973,0,בהיר,יבש,קלה
2022,9,5000,תל אביב - יפו,,360,32.1107,34.8422,0,לא ידוע,לא ידוע,קלה
2022,8,6600,חולון,,800,32.00122,34.76766,0,בהיר,יבש,קלה
2022,12,5000,תל אביב - יפו,,461,32.08272,34.76884,0,בהיר,יבש,קלה
2022,4,246,נתיבות,,153,31.41465,34.57829,0,בהיר,יבש,קלה
2022,5,,,25,,31.42499,34.60167,0,בהיר,יבש,קלה
2022,6,6600,חולון,,727,32.02302,34.76165,0,בהיר,יבש,קלה
2022,1,,,4,,32.91892,35.09695,0,בהיר,יבש,קלה
2022,1,6900,כפר סבא,,483,32.17476,34.89192,0,בהיר,יבש,קשה
2022,1,,,89,,33.02313,35.40978,0,בהיר,יבש,קלה
2022,10,6900,כפר סבא,,458,32.17459,34.89057,0,בהיר,יבש,קלה
2022,4,4000,חיפה,,566,32.8143,34.96292,0,בהיר,יבש,קלה
2022,10,7600,עכו,,105,32.92518,35.07632,0,בהיר,יבש,קלה
2022,10,7400,נתניה,,532,32.32819,34.85833,0,בהיר,יבש,קלה
2022,2,8200,קרית מוצקין,,215,32.85797,35.09186,0,בהיר,יבש,קלה
2022,2,5000,תל אביב - יפו,,2524,32.07243,34.79461,0,בהיר,יבש,קלה
2022,3,,,70,,33.04211,35.14807,0,בהיר,יבש,קלה
2022,11,4000,חיפה,,210,32.8184,35.05524,0,בהיר,יבש,קלה
2022,7,5000,תל אביב - יפו,,1103,32.06621,34.7773,0,בהיר,יבש,קשה
2022,8,6500,חדרה,,450,32.44566,34.89974,0,בהיר,יבש,קלה
2022,3,3000,ירושלים,,1714,31.73133,35.20591,1,גשום,רטוב ממים,קלה
2022,12,,,531,,32.17055,34.90093,0,בהיר,יבש,קשה
2022,11,1063,מעלות-תרשיחא,,141,33.01522,35.29038,0,לא ידוע,לא ידוע,קלה
2022,6,70,אשדוד,,554,31.78638,34.66077,0,בהיר,יבש,קלה
2022,12,4000,חיפה,,962,32.81259,35.00123,0,בהיר,יבש,קלה
2022,1,6100,בני ברק,,809,32.07239,34.84025,0,בהיר,יבש,קשה
2022,6,,,444,,32.2763,35.00501,0,בהיר,יבש,קלה
2022,9,3797,מודיעין עילית,,201,31.93144,35.03978,0,בהיר,יבש,קלה
2022,7,633,כפר ברא,,,32.13108,34.97071,0,בהיר,יבש,קלה
2022,11,,,4,,32.84708,35.09175,0,בהיר,יבש,קלה
2022,11,6900,כפר סבא,,600,32.17443,34.89225,0,לא ידוע,לא ידוע,קלה
2022,12,6100,בני ברק,,975,32.08469,34.84209,0,בהיר,יבש,קלה
2022,8,3000,ירושלים,,1062,31.76947,35.18075,0,בהיר,יבש,קלה
2022,9,5000,תל אביב - יפו,,608,32.08126,34.7724,0,בהיר,יבש,קלה
2022,7,,,65,,32.48259,35.03453,0,בהיר,יבש,קלה
2022,2,,,241,,31.32383,34.62179,0,בהיר,יבש,קשה
2022,1,,,75,,32.69148,35.25424,1,גשום,רטוב ממים,קלה
2022,10,4000,חיפה,,354,32.82731,34.9867,0,בהיר,יבש,קשה
2022,2,,,89,,33.02222,35.21016,0,בהיר,יבש,קשה
2022,6,7400,נתניה,,1260,32.30269,34.86939,0,בהיר,יבש,קלה
2022,11,233,כפר ידידיה,,101,32.34557,34.89797,0,בהיר,יבש,קלה
2022,12,,,4,,31.967,34.78747,0,בהיר,יבש,קלה
2022,7,3640,קרני שומרון,,6502,32.1694,35.09206,0,בהיר,יבש,קלה
2022,2,5000,תל אביב - יפו,,738,32.0713,34.77261,0,בהיר,יבש,קלה
2022,11,5000,תל אביב - יפו,,101,32.10333,34.79451,0,לא ידוע,לא ידוע,קלה
2022,9,9500,קרית ביאליק,,231,32.8426,35.09276,0,לא ידוע,לא ידוע,קלה
2022,6,9000,באר שבע,,469,31.25521,34.76569,0,בהיר,יבש,קלה
2022,4,7100,אשקלון,,653,31.6612,34.57641,0,לא ידוע,לא ידוע,קשה
2022,7,70,אשדוד,,220,31.79805,34.65889,0,בהיר,יבש,קטלנית
2022,8,,,4,,32.83539,35.08426,0,בהיר,יבש,קלה
2022,12,,,70,,32.99607,35.14305,0,בהיר,יבש,קלה
2022,12,,,3411,,31.60915,34.54653,0,בהיר,יבש,קלה
2022,11,5000,תל אביב - יפו,,1555,32.06639,34.78415,0,בהיר,יבש,קלה
2022,2,6400,הרצליה,,547,32.16152,34.84001,0,בהיר,יבש,קלה
2022,8,5000,תל אביב - יפו,,2524,32.06509,34.79246,0,בהיר,יבש,קלה
2022,7,8600,רמת גן,,108,32.09675,34.82145,0,לא ידוע,לא ידוע,קלה
2022,2,70,אשדוד,,502,31.81767,34.66039,0,בהיר,יבש,קלה
2022,11,,,4,,32.56921,34.93666,0,לא ידוע,לא ידוע,קלה
2022,8,,,60,,31.40534,35.03348,0,בהיר,יבש,קשה
2022,8,,,6,,32.5231,35.02677,0,בהיר,יבש,קלה
2022,3,4000,חיפה,,564,32.7903,34.96222,0,בהיר,יבש,קלה
2022,9,3000,ירושלים,,1736,31.75328,35.22175,0,לא ידוע,לא ידוע,קלה
2022,5,1139,כרמיאל,,359,32.90349,35.28038,0,בהיר,יבש,קשה
2022,7,6100,בני ברק,,304,32.09228,34.83332,0,בהיר,יבש,קלה
2022,2,4000,חיפה,,915,32.8015,34.99277,0,בהיר,יבש,קשה
2022,4,7,שחר,,106,31.62085,34.73132,0,בהיר,יבש,קשה
2022,11,,,25,,31.07969,34.99194,0,בהיר,יבש,קלה
2022,12,,,60,,32.03747,35.27322,0,לא ידוע,לא ידוע,קלה
2022,5,5000,תל אביב - יפו,,1040,32.07353,34.7818,0,בהיר,יבש,קשה
2022,8,8300,ראשון לציון,,271,31.95587,34.79043,0,בהיר,יבש,קלה
2022,9,5000,תל אביב - יפו,,1103,32.06275,34.76939,0,בהיר,יבש,קלה
2022,12,9000,באר שבע,,113,31.22038,34.80472,0,בהיר,יבש,קטלנית
2022,3,,,505,,32.0659,35.42093,0,בהיר,יבש,קלה
2022,5,,,232,,31.50771,34.58692,0,בהיר,יבש,קשה
2022,7,2610,בית שמש,,414,31.70841,34.99552,0,בהיר,יבש,קלה
2022,4,3000,ירושלים,,612,31.78669,35.20983,0,בהיר,יבש,קלה
2022,2,,,71,,32.54724,35.42314,0,בהיר,יבש,קלה
2022,12,7400,נתניה,,609,32.29973,34.85388,0,לא ידוע,יבש,קלה
2022,3,,,55,,32.20797,35.1584,1,גשום,רטוב ממים,קלה
2022,5,,,5,,32.12089,34.88667,0,בהיר,יבש,קלה
2022,7,,,463,,31.95961,35.0637,0,בהיר,יבש,קלה
2022,7,246,נתיבות,,101,31.42357,34.59742,0,בהיר,יבש,קלה
2022,11,26,ראש פינה,,115,32.96892,35.54026,0,בהיר,יבש,קלה
2022,6,8300,ראשון לציון,,301,31.96399,34.79846,0,בהיר,יבש,קלה
2022,1,,,4,,32.23518,34.88532,0,בהיר,יבש,קשה
2022,11,5000,תל אביב - יפו,,1622,32.05515,34.76283,0,בהיר,יבש,קלה
2022,4,978,כעביה-טבאש-חג'אג'רה,,,32.75003,35.18532,0,בהיר,יבש,קשה
2022,6,658,שייח' דנון,,,32.99356,35.14814,0,בהיר,יבש,קשה
2022,3,70,אשדוד,,206,31.79284,34.6682,0,בהיר,יבש,קשה
2022,3,,,9088,,32.98531,35.7075,0,בהיר,יבש,קשה
2022,2,1112,יודפת,,,32.83761,35.27191,0,לא ידוע,יבש,קלה
2022,3,5000,תל אביב - יפו,,1993,32.05103,34.75314,0,בהיר,יבש,קלה
2022,4,8300,ראשון לציון,,328,31.97124,34.79836,0,לא ידוע,לא ידוע,קשה
2022,8,6000,באקה אל-גרביה,,,32.41993,35.0415,0,לא ידוע,לא ידוע,קשה
2022,9,,,67,,32.60786,35.03272,0,בהיר,יבש,קלה
2022,1,534,עספיא,,165,32.70938,35.06729,0,בהיר,יבש,קלה
2022,8,,,4,,32.12461,34.8558,0,בהיר,יבש,קלה
2022,6,7400,נתניה,,434,32.32866,34.85694,0,בהיר,יבש,קלה
2022,12,,,444,,32.02161,34.95369,0,לא ידוע,יבש,קלה
2022,8,7700,עפולה,,301,32.61606,35.28898,0,בהיר,יבש,קלה
2022,10,70,אשדוד,,596,31.78042,34.66113,0,בהיר,יבש,קלה
2022,2,9600,קרית ים,,161,32.85333,35.07929,0,בהיר,יבש,קלה
2022,2,9000,באר שבע,,1066,31.24345,34.77934,0,בהיר,יבש,קטלנית
2022,12,690,כפר אחים,,9000,31.74463,34.75697,0,לא ידוע,יבש,קלה
2022,3,3000,ירושלים,,4431,31.81547,35.19592,0,בהיר,יבש,קלה
2022,1,509,כפר כנא,,,32.74607,35.3421,0,לא ידוע,לא ידוע,קשה
2022,12,,,444,,32.06764,34.94404,0,אחר,לא ידוע,קלה
2022,9,,,22,,32.81485,35.0907,0,לא ידוע,לא ידוע,קלה
2022,12,8800,שפרעם,,106,32.80078,35.17811,0,בהיר,יבש,קלה
2022,8,,,70,,33.00128,35.14385,0,בהיר,יבש,קטלנית
2022,12,7700,עפולה,,323,32.6015,35.28982,1,לא ידוע,רטוב ממים,קלה
2022,6,4000,חיפה,,865,32.81481,34.99738,0,בהיר,יבש,קלה
2022,3,,,40,,31.79607,34.76663,0,לא ידוע,לא ידוע,קשה
2022,8,,,70,,32.99218,35.14418,0,בהיר,יבש,קלה
2022,5,5000,תל אביב - יפו,,2412,32.04552,34.76775,0,בהיר,יבש,קלה
2022,8,,,554,,32.22663,34.94146,0,בהיר,יבש,קטלנית
2022,2,756,בית עזרא,,,31.73738,34.65542,0,לא ידוע,לא ידוע,קשה
2022,4,,,1,,32.01835,34.82144,0,בהיר,יבש,קלה
2022,3,7400,נתניה,,205,32.3475,34.85743,0,בהיר,יבש,קלה
2022,4,,,4631,,31.90961,35.13825,0,לא ידוע,לא ידוע,קשה
2022,5,7800,פרדס חנה-כרכור,,113,32.47592,34.98552,0,לא ידוע,לא ידוע,קלה
2022,9,7000,לוד,,712,31.96027,34.87787,0,בהיר,יבש,קלה
2022,7,4000,חיפה,,912,32.80211,34.99352,0,בהיר,יבש,קשה
2022,5,6600,חולון,,702,32.01895,34.77081,0,בהיר,יבש,קלה
2022,9,,,461,,32.0265,34.89131,0,בהיר,יבש,קלה
2022,8,,,7914,,32.84005,35.11932,0,בהיר,יבש,קלה
2022,7,5000,תל אביב - יפו,,1986,32.0498,34.75992,0,בהיר,יבש,קלה
2022,11,3000,ירושלים,,612,31.7807,35.22171,0,בהיר,יבש,קלה
2022,1,,,232,,31.56873,34.64334,0,בהיר,יבש,קלה
2022,8,6300,גבעתיים,,210,32.07312,34.81829,0,בהיר,יבש,קלה
2022,10,2730,טייבה,,,32.26478,35.00653,0,לא ידוע,לא ידוע,קשה
2022,4,1309,אלעד,,105,32.05267,34.94528,0,לא ידוע,לא ידוע,קשה
2022,5,,,40,,31.71895,34.75386,0,בהיר,יבש,קלה
2022,4,7600,עכו,,221,32.92406,35.08286,0,בהיר,יבש,קלה
2022,3,,,66,,32.59313,35.1819,0,לא ידוע,לא ידוע,קלה
2022,6,5000,תל אביב - יפו,,2328,32.05788,34.77714,0,בהיר,יבש,קלה
2022,7,6600,חולון,,725,32.02339,34.76704,0,בהיר,יבש,קלה
2022,10,,,65,,32.46505,34.99396,0,בהיר,יבש,קלה
2022,1,3000,ירושלים,,4767,31.73019,35.24639,0,בהיר,יבש,קלה
2022,7,,,1,,31.78794,35.27476,0,בהיר,יבש,קשה
2022,1,,,356,,31.66709,35.23449,0,בהיר,יבש,קשה
2022,3,5000,תל אביב - יפו,,2309,32.05408,34.76299,0,בהיר,יבש,קלה
2022,4,3000,ירושלים,,1106,31.78221,35.20487,0,בהיר,יבש,קלה
2022,1,6900,כפר סבא,,458,32.17459,34.89057,0,בהיר,יבש,קלה
2022,12,,,65,,32.53435,35.14858,0,בהיר,יבש,קלה
2022,11,6800,קרית אתא,,220,32.80267,35.10387,0,לא ידוע,לא ידוע,קשה
2022,6,5000,תל אביב - יפו,,2524,32.07243,34.79461,0,בהיר,יבש,קלה
2022,9,6300,גבעתיים,,210,32.07862,34.81945,0,בהיר,יבש,קלה
2022,7,4000,חיפה,,811,32.81279,34.98908,0,בהיר,יבש,קלה
2022,3,4000,חיפה,,1031,32.78334,35.01486,0,בהיר,יבש,קלה
2022,3,6600,חולון,,109,32.00917,34.80268,0,בהיר,יבש,קלה
2022,4,6300,גבעתיים,,601,32.0665,34.80861,0,בהיר,יבש,קלה
2022,10,8300,ראשון לציון,,201,31.97124,34.79836,0,בהיר,יבש,קלה
2022,12,6400,הרצליה,,407,32.16602,34.84092,0,בהיר,יבש,קשה
2022,2,1034,קרית מלאכי,,161,31.72578,34.74397,0,לא ידוע,יבש,קלה
2022,12,3000,ירושלים,,3001,31.83825,35.23574,0,בהיר,יבש,קשה
2022,8,,,5,,32.12242,34.89187,0,בהיר,יבש,קלה
2022,10,8200,קרית מוצקין,,200,32.83988,35.08015,0,לא ידוע,לא ידוע,קלה
2022,2,5000,תל אביב - יפו,,1555,32.07985,34.7952,0,בהיר,יבש,קלה
2022,5,,,375,,31.71869,35.10815,0,בהיר,יבש,קשה
2022,3,2610,בית שמש,,301,31.7382,34.95878,0,בהיר,חול או חצץ על הכביש,קלה
2022,3,,,40,,31.86606,34.81431,0,בהיר,יבש,קלה
2022,4,,,71,,32.56839,35.33511,0,בהיר,יבש,קלה
2022,1,7900,פתח תקווה,,136,32.09802,34.87858,0,בהיר,יבש,קלה
2022,6,6200,בת ים,,311,32.0049,34.74531,0,בהיר,יבש,קלה
2022,7,,,455,,31.95526,35.11265,0,בהיר,יבש,קלה
2022,9,5000,תל אביב - יפו,,2263,32.05125,34.77195,0,בהיר,יבש,קלה
2022,9,5000,תל אביב - יפו,,404,32.07464,34.77668,0,בהיר,יבש,קלה
2022,10,4000,חיפה,,1192,32.78513,34.96507,0,בהיר,יבש,קלה
2022,9,,,2,,32.17672,34.8161,0,בהיר,יבש,קלה
2022,12,7400,נתניה,,314,32.32914,34.86064,0,לא ידוע,לא ידוע,קלה
2022,9,3000,ירושלים,,4855,31.73353,35.24122,0,בהיר,יבש,קלה
2022,3,,,859,,32.97963,35.10651,0,בהיר,יבש,קטלנית
2022,11,8300,ראשון לציון,,344,31.96698,34.81043,0,בהיר,יבש,קלה
2022,6,,,77,,32.78695,35.49039,0,בהיר,יבש,קלה
2022,3,6600,חולון,,983,32.00479,34.77777,1,בהיר,רטוב ממים,קלה
2022,5,7700,עפולה,,328,32.61937,35.30896,0,בהיר,יבש,קלה
2022,10,3000,ירושלים,,501,31.78279,35.22449,0,לא ידוע,לא ידוע,קשה
2022,7,3000,ירושלים,,4146,31.78048,35.23849,0,בהיר,יבש,קשה
2022,5,3000,ירושלים,,4765,31.83041,35.2446,0,בהיר,יבש,קלה
2022,4,8600,רמת גן,,1838,32.05899,34.81815,0,בהיר,יבש,קלה
2022,3,8500,רמלה,,350,31.93883,34.85671,0,לא ידוע,לא ידוע,קשה
2022,9,,,20,,32.08973,34.80085,0,בהיר,יבש,קלה
2022,10,2610,בית שמש,,197,31.7455,35.001,0,לא ידוע,לא ידוע,קשה
2022,6,6900,כפר סבא,,671,32.19737,34.89686,0,בהיר,יבש,קלה
2022,4,,,4,,31.61926,34.58031,0,בהיר,יבש,קלה
2022,8,3000,ירושלים,,4279,31.80071,35.21946,0,בהיר,יבש,קלה
2022,11,5000,תל אביב - יפו,,1439,32.05826,34.75983,0,לא ידוע,יבש,קשה
2022,10,,,4,,32.12461,34.8558,0,בהיר,יבש,קלה
2022,4,6100,בני ברק,,503,32.09263,34.84085,0,בהיר,יבש,קלה
2022,11,4000,חיפה,,548,32.82876,34.97432,1,גשום,רטוב ממים,קלה
2022,5,5000,תל אביב - יפו,,2309,32.05276,34.76541,0,בהיר,יבש,קשה
2022,2,8300,ראשון לציון,,856,31.96838,34.77856,1,גשום,רטוב ממים,קטלנית
2022,7,,,65,,32.49031,35.05238,0,בהיר,יבש,קשה
2022,4,,,767,,32.71583,35.53418,0,בהיר,יבש,קטלנית
2022,3,5000,תל אביב - יפו,,537,32.08467,34.7736,0,לא ידוע,לא ידוע,קלה
2022,9,5000,תל אביב - יפו,,180,32.10657,34.8137,0,בהיר,יבש,קלה
2022,10,1309,אלעד,,216,32.05477,34.96055,0,לא ידוע,יבש,קלה
2022,10,,,23,,32.79247,34.96727,0,בהיר,יבש,קלה
2022,1,9000,באר שבע,,919,31.24246,34.79162,0,בהיר,יבש,קלה
2022,5,,,8833,,33.00623,35.20566,0,בהיר,יבש,קלה
2022,8,,,70,,32.91193,35.16663,0,בהיר,לא ידוע,קלה
2022,9,874,מגדל העמק,,138,32.67394,35.23977,0,בהיר,יבש,קלה
2022,12,8600,רמת גן,,113,32.09107,34.81288,0,בהיר,יבש,קלה
2022,12,5000,תל אביב - יפו,,1101,32.06988,34.78115,0,בהיר,יבש,קלה
2022,8,5000,תל אביב - יפו,,180,32.09985,34.79342,0,בהיר,יבש,קלה
2022,10,3000,ירושלים,,1638,31.76242,35.21784,0,בהיר,יבש,קלה
2022,4,469,קרית עקרון,,135,31.86223,34.82077,0,בהיר,יבש,קלה
2022,10,7900,פתח תקווה,,360,32.08219,34.86045,0,בהיר,יבש,קשה
2022,2,3000,ירושלים,,1321,31.75939,35.21212,0,בהיר,יבש,קלה
2022,12,1139,כרמיאל,,117,32.92255,35.31343,0,בהיר,יבש,קשה
2022,3,,,20,,32.01499,34.76252,0,בהיר,יבש,קלה
2022,9,3000,ירושלים,,1092,31.78816,35.19781,0,בהיר,יבש,קלה
2022,6,,,574,,32.46333,35.01974,0,בהיר,יבש,קלה
2022,7,5000,תל אביב - יפו,,1555,32.07643,34.79205,0,לא ידוע,לא ידוע,קלה
2022,1,,,443,,31.95761,34.91628,0,לא ידוע,לא ידוע,קשה
2022,7,5000,תל אביב - יפו,,409,32.09647,34.77316,0,בהיר,יבש,קלה
2022,7,2600,אילת,,635,29.55061,34.93722,0,בהיר,יבש,קלה
2022,12,5000,תל אביב - יפו,,1040,32.077,34.78139,0,לא ידוע,לא ידוע,קשה
2022,6,4000,חיפה,,988,32.81746,34.9594,0,בהיר,יבש,קלה
2022,6,,,899,,33.07699,35.27629,0,בהיר,יבש,קלה
2022,5,5000,תל אביב - יפו,,1040,32.07553,34.78165,0,בהיר,יבש,קלה
2022,12,8300,ראשון לציון,,962,31.9888,34.77137,0,לא ידוע,לא ידוע,קלה
2022,2,4000,חיפה,,585,32.82194,34.98004,0,בהיר,יבש,קלה
2022,4,3000,ירושלים,,1105,31.80849,35.2083,0,בהיר,יבש,קלה
2022,7,6600,חולון,,505,32.02663,34.77374,0,בהיר,יבש,קלה
2022,4,3000,ירושלים,,1522,31.77715,35.22078,0,בהיר,יבש,קלה
2022,10,5000,תל אביב - יפו,,537,32.0838,34.77558,0,לא ידוע,לא ידוע,קשה
2022,12,9000,באר שבע,,366,31.2521,34.77027,0,בהיר,יבש,קלה
2022,12,5000,תל אביב - יפו,,1235,32.06065,34.77269,0,לא ידוע,לא ידוע,קשה
2022,3,6000,באקה אל-גרביה,,,32.41993,35.0415,0,בהיר,יבש,קלה
2022,12,,,25,,31.18484,34.95805,0,בהיר,יבש,קטלנית
2022,4,,,90,,32.47463,35.49721,0,בהיר,יבש,קשה
2022,11,8300,ראשון לציון,,301,31.96427,34.79578,0,בהיר,יבש,קלה
2022,10,7900,פתח תקווה,,142,32.0987,34.87887,0,בהיר,יבש,קלה
2022,6,,,4,,32.79032,34.96227,0,בהיר,יבש,קלה
2022,8,,,8510,,32.94644,35.08778,0,בהיר,יבש,קלה
2022,1,,,8944,,33.03761,35.32582,0,בהיר,יבש,קלה
2022,3,538,שעב,,,32.89025,35.23523,0,בהיר,יבש,קלה
2022,7,5000,תל אביב - יפו,,1674,32.05451,34.7638,0,לא ידוע,לא ידוע,קלה
2022,4,5000,תל אביב - יפו,,738,32.07164,34.77306,0,בהיר,יבש,קלה
2022,3,,,98,,33.13297,35.80755,0,בהיר,יבש,קלה
2022,8,8300,ראשון לציון,,540,31.94919,34.80184,0,לא ידוע,לא ידוע,קלה
2022,8,6900,כפר סבא,,355,32.18644,34.90677,0,לא ידוע,לא ידוע,קשה
2022,10,246,נתיבות,,112,31.42447,34.59986,0,בהיר,יבש,קלה
2022,8,6600,חולון,,324,32.01287,34.78543,0,בהיר,יבש,קשה
2022,8,5000,תל אביב - יפו,,1555,32.07338,34.79051,0,בהיר,יבש,קשה
2022,9,,,60,,31.5285,35.12958,0,בהיר,יבש,קלה
2022,6,7900,פתח תקווה,,,32.08505,34.88633,0,לא ידוע,לא ידוע,קשה
2022,12,3000,ירושלים,,1422,31.76508,35.20247,0,בהיר,יבש,קלה
2022,6,,,465,,32.03908,35.03209,0,בהיר,יבש,קלה
2022,9,,,672,,32.71195,35.0678,0,בהיר,יבש,קלה
2022,8,3000,ירושלים,,4762,31.81451,35.23829,0,בהיר,יבש,קלה
2022,1,1200,מודיעין-מכבים-רעות,,137,31.89338,35.02475,0,לא ידוע,לא ידוע,קלה
2022,7,5000,תל אביב - יפו,,1611,32.05276,34.76541,0,בהיר,יבש,קלה
2022,11,,,4,,32.0297,34.82889,0,לא ידוע,לא ידוע,קשה
2022,4,7600,עכו,,108,32.92269,35.08003,0,בהיר,יבש,קלה
2022,1,5000,תל אביב - יפו,,1994,32.03919,34.75085,0,בהיר,יבש,קלה
2022,8,5000,תל אביב - יפו,,1110,32.06884,34.77521,0,בהיר,יבש,קלה
2022,10,3000,ירושלים,,1422,31.76966,35.209,0,בהיר,יבש,קלה
2022,11,,,31,,31.33574,34.87196,0,בהיר,יבש,קלה
2022,2,5000,תל אביב - יפו,,373,32.11769,34.83776,0,בהיר,יבש,קלה
2022,12,4000,חיפה,,467,32.77206,35.00546,0,בהיר,יבש,קלה
2022,5,6400,הרצליה,,490,32.17572,34.84786,0,בהיר,יבש,קלה
2022,10,7900,פתח תקווה,,304,32.0855,34.896,0,בהיר,יבש,קלה
2022,6,3000,ירושלים,,1366,31.75929,35.2121,0,בהיר,יבש,קלה
2022,8,6900,כפר סבא,,534,32.1743,34.90821,0,בהיר,יבש,קלה
2022,12,,,35,,31.57046,34.98512,0,לא ידוע,יבש,קלה
2022,10,3000,ירושלים,,4144,31.77516,35.2434,0,בהיר,יבש,קשה
2022,5,2400,אור יהודה,,109,32.02274,34.86516,0,בהיר,יבש,קלה
2022,12,,,44,,32.03473,34.78663,0,בהיר,יבש,קלה
2022,11,7400,נתניה,,6001,32.33007,34.85137,0,בהיר,יבש,קלה
2022,8,2300,קרית טבעון,,101,32.72679,35.13836,0,בהיר,יבש,קשה
2022,3,6200,בת ים,,502,32.02139,34.75775,0,בהיר,יבש,קלה
2022,12,5000,תל אביב - יפו,,1620,32.04416,34.75786,0,לא ידוע,יבש,קלה
2022,4,,,34,,31.58729,34.56519,0,בהיר,יבש,קלה
2022,11,,,450,,31.93772,35.12872,0,לא ידוע,לא ידוע,קשה
2022,7,6200,בת ים,,502,32.02139,34.75775,0,בהיר,יבש,קלה
2022,2,4000,חיפה,,999,32.82919,34.9622,0,בהיר,יבש,קלה
2022,3,5000,תל אביב - יפו,,1555,32.06256,34.77819,0,בהיר,יבש,קלה
2022,8,1167,קיסריה,,186,32.50834,34.90389,0,בהיר,יבש,קלה
2022,12,2800,קרית שמונה,,404,33.20496,35.5722,0,בהיר,יבש,קלה
2022,9,681,גבעת שמואל,,220,32.07546,34.85362,0,לא ידוע,לא ידוע,קלה
2022,1,9700,הוד השרון,,301,32.15755,34.89917,0,בהיר,יבש,קלה
2022,3,7900,פתח תקווה,,105,32.0957,34.89194,0,בהיר,יבש,קלה
2022,2,7600,עכו,,205,32.92442,35.07806,0,בהיר,יבש,קלה
2022,6,7100,אשקלון,,1062,31.67777,34.5807,0,בהיר,יבש,קלה
2022,2,,,20,,32.08973,34.80085,0,בהיר,יבש,קלה
2022,4,,,90,,30.33111,35.15561,0,בהיר,יבש,קטלנית
2022,5,,,375,,31.70991,35.12239,0,בהיר,יבש,קלה
2022,10,3000,ירושלים,,1787,31.75564,35.21456,0,בהיר,יבש,קלה
2022,9,,,55,,32.18407,35.0614,0,בהיר,יבש,קלה
2022,11,6100,בני ברק,,502,32.08587,34.83368,0,בהיר,יבש,קלה
2022,5,537,פוריידיס,,,32.59798,34.95241,0,לא ידוע,לא ידוע,קשה
2022,11,7200,נס ציונה,,322,31.91812,34.80522,0,בהיר,יבש,קלה
2022,7,8600,רמת גן,,903,32.06816,34.81683,0,לא ידוע,לא ידוע,קלה
2022,5,,,34,,31.58729,34.56519,0,בהיר,יבש,קלה
2022,5,,,77,,32.7805,35.42399,0,בהיר,יבש,קלה
2022,11,5000,תל אביב - יפו,,2021,32.04991,34.75504,0,לא ידוע,לא ידוע,קלה
2022,10,,,65,,32.55091,35.16425,0,בהיר,יבש,קלה
2022,12,3000,ירושלים,,1308,31.75347,35.1996,0,בהיר,יבש,קלה
2022,2,2800,קרית שמונה,,376,33.21203,35.57361,0,בהיר,יבש,קלה
2022,8,,,781,,32.82504,35.16487,0,בהיר,יבש,קלה
2022,11,6200,בת ים,,201,32.0227,34.74536,0,בהיר,יבש,קלה
2022,11,4000,חיפה,,748,32.82312,34.95949,0,בהיר,יבש,קלה
2022,1,3000,ירושלים,,116,31.79189,35.2236,0,בהיר,יבש,קלה
2022,12,,,600,,32.6901,35.29148,0,בהיר,יבש,קלה
2022,1,6600,חולון,,702,32.01727,34.77054,0,בהיר,יבש,קלה
2022,2,,,4,,32.08505,34.84573,0,בהיר,יבש,קלה
2022,4,,,3,,31.83497,34.97773,0,לא ידוע,לא ידוע,קשה
2022,1,4000,חיפה,,621,32.78459,34.9865,0,בהיר,יבש,קלה
2022,4,,,65,,32.58282,35.21801,0,לא ידוע,לא ידוע,קשה
2022,2,3780,ביתר עילית,,211,31.7014,35.11294,0,לא ידוע,לא ידוע,קשה
2022,3,3000,ירושלים,,1791,31.75294,35.22101,0,בהיר,יבש,קשה
2022,5,7000,לוד,,123,31.96024,34.89783,0,בהיר,יבש,קטלנית
2022,12,,,4,,32.83539,35.08426,1,בהיר,רטוב ממים,קלה
2022,2,1200,מודיעין-מכבים-רעות,,182,31.90743,35.0158,0,בהיר,לא ידוע,קלה
2022,12,6800,קרית אתא,,,32.80426,35.10854,0,לא ידוע,לא ידוע,קשה
2022,3,70,אשדוד,,206,31.79284,34.6682,0,בהיר,יבש,קלה
2022,4,,,31,,31.25405,35.1259,0,בהיר,יבש,קלה
2022,10,,,768,,32.74028,35.54118,0,בהיר,יבש,קלה
2022,1,,,34,,31.51658,34.58627,0,בהיר,יבש,קלה
2022,2,,,899,,33.0661,35.19703,0,בהיר,יבש,קטלנית
2022,9,,,5714,,32.34613,35.01197,0,בהיר,יבש,קלה
